scenario_id,theme_id,scenario_group,domain,product_type,product_family_rule,product_family_label,model_name,region,carrier,os_oneui_version,intent_type,affected_function,observed_symptom,symptom_qualifier_ko,trigger_event,usage_context,onset_relation,frequency,reproducibility,user_impact,severity,diagnostic_class,user_suspected_cause,suspected_component,cause_evidence_level,attempted_action,action_result,desired_resolution,hard_negative,safety_flag,ambiguity_level,provenance_type,is_real_voc,source_anchor_id,source_usage,target_channel,target_language,missing_information_profile,recommended_split,split_group,canonical_scenario_ko,generation_constraints
GVS-0096,T10,터치 입력,INPUT,PHONE,A_SERIES,GALAXY_A,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,TOUCH.INPUT,INTERMITTENT,게임 중 멀티터치가 풀림,CHARGING,GAME,AFTER_EVENT,INTERMITTENT,CONDITIONAL,REPEATED_RETRY,S3,ACCESSORY_RELATED,ACCESSORY,TOUCH_DIGITIZER|DISPLAY|CHARGER_GROUND|PROTECTOR,USER_GUESS,다른 액세서리로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC001,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,COMMUNITY_POST,KO,MODEL_AND_VERSION,VALID,GVS-0096,GALAXY_A에서 CHARGING/GAME 조건에 게임 중 멀티터치가 풀림,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0097,T10,터치 입력,INPUT,TABLET,TAB_S,GALAXY_TAB_S,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,TOUCH.INPUT,FALSE_DETECTION,폴더블 내부 화면 접힘부 터치가 간헐 누락,SCREEN_PROTECTOR,INNER_SCREEN,IMMEDIATE,DAILY,REPRODUCIBLE,DATA_OR_SERVICE_UNAVAILABLE,S1,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,TOUCH_DIGITIZER|DISPLAY|CHARGER_GROUND|PROTECTOR,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC001,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CHAT_SUPPORT,KO,TIME_PATTERN,TRAIN,GVS-0097,GALAXY_TAB_S에서 SCREEN_PROTECTOR/INNER_SCREEN 조건에 폴더블 내부 화면 접힘부 터치가 간헐 누락,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0098,T10,터치 입력,INPUT,TABLET,TAB_A,GALAXY_TAB_A,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,TOUCH.INPUT,DELAY,업데이트 후 스크롤 시작 반응이 늦음,WATER,AFTER_UPDATE,GRADUAL,FREQUENT,NOT_TESTED,TRAVEL_DISRUPTION,S2,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,TOUCH_DIGITIZER|DISPLAY|CHARGER_GROUND|PROTECTOR,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC001,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SURVEY_FREE_TEXT,EN,NONE,TRAIN,GVS-0098,GALAXY_TAB_A에서 WATER/AFTER_UPDATE 조건에 업데이트 후 스크롤 시작 반응이 늦음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0099,T10,터치 입력,INPUT,PHONE,S_BASE_PLUS,GALAXY_S_BASE_PLUS,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,TOUCH.INPUT,NO_FUNCTION,태블릿 필기 중 손바닥이 터치로 인식,LOW_TEMP,PALM_REJECTION,AFTER_AGING,ALWAYS,ALWAYS,FINANCIAL_OR_TIME_COST,S3,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,TOUCH_DIGITIZER|DISPLAY|CHARGER_GROUND|PROTECTOR,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC001,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,STORE_REVIEW,EN,CONTEXT,TRAIN,GVS-0099,GALAXY_S_BASE_PLUS에서 LOW_TEMP/PALM_REJECTION 조건에 태블릿 필기 중 손바닥이 터치로 인식,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0100,T10,터치 입력,INPUT,PHONE,S_ULTRA,GALAXY_S_ULTRA,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,TOUCH.INPUT,INTERMITTENT,조건 없이 화면이 임의로 눌리는 현상,OS_UPDATE,RANDOM,UNKNOWN,RARE,UNKNOWN,USER_CONFUSION,S1,ACCESSORY_RELATED,ACCESSORY,TOUCH_DIGITIZER|DISPLAY|CHARGER_GROUND|PROTECTOR,USER_GUESS,다른 액세서리로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC001,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,EMAIL_COMPLAINT,KO_EN_MIXED,MULTIPLE_FIELDS,TEST,GVS-0100,GALAXY_S_ULTRA에서 OS_UPDATE/RANDOM 조건에 조건 없이 화면이 임의로 눌리는 현상,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0101,T11,생체인식,BIOMETRIC,PHONE,S_BASE_PLUS,GALAXY_S_BASE_PLUS,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,BIOMETRIC.FINGERPRINT,DEGRADED,손이 건조하면 지문을 여러 번 대야 함,SCREEN_PROTECTOR,DRY_FINGER,AFTER_EVENT,INTERMITTENT,CONDITIONAL,BATTERY_ANXIETY,S1,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,FINGERPRINT_SENSOR|FRONT_CAMERA|BIOMETRIC_SOFTWARE,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC012,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SAMSUNG_MEMBERS,KO,NONE,TRAIN,GVS-0101,GALAXY_S_BASE_PLUS에서 SCREEN_PROTECTOR/DRY_FINGER 조건에 손이 건조하면 지문을 여러 번 대야 함,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0102,T11,생체인식,BIOMETRIC,PHONE,S_ULTRA,GALAXY_S_ULTRA,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,BIOMETRIC.FACE,NO_FUNCTION,젖은 손에서는 지문 인식이 거의 안 됨,LOW_LIGHT,WET_FINGER,IMMEDIATE,DAILY,REPRODUCIBLE,PRIMARY_FUNCTION_DEGRADED,S2,ACCESSORY_RELATED,ACCESSORY,FINGERPRINT_SENSOR|FRONT_CAMERA|BIOMETRIC_SOFTWARE,USER_GUESS,다른 액세서리로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC012,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,ECOMMERCE_REVIEW,KO,MODEL_VERSION,TRAIN,GVS-0102,GALAXY_S_ULTRA에서 LOW_LIGHT/WET_FINGER 조건에 젖은 손에서는 지문 인식이 거의 안 됨,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0103,T11,생체인식,BIOMETRIC,PHONE,S_FE,GALAXY_S_FE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,BIOMETRIC.FINGERPRINT,DELAY,보호필름 교체 후 인식률이 크게 떨어짐,LOW_TEMP,THICK_FILM,GRADUAL,FREQUENT,NOT_TESTED,TASK_DELAY,S1,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,FINGERPRINT_SENSOR|FRONT_CAMERA|BIOMETRIC_SOFTWARE,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC012,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CALL_CENTER_TRANSCRIPT,KO,FREQUENCY,TRAIN,GVS-0103,GALAXY_S_FE에서 LOW_TEMP/THICK_FILM 조건에 보호필름 교체 후 인식률이 크게 떨어짐,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0104,T11,생체인식,BIOMETRIC,PHONE,Z_FOLD,GALAXY_Z_FOLD,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,BIOMETRIC.FACE,INACCURATE,어두운 곳에서 얼굴인식이 실패,WATER,NIGHT,AFTER_AGING,ALWAYS,ALWAYS,MISSED_MOMENT,S2,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,FINGERPRINT_SENSOR|FRONT_CAMERA|BIOMETRIC_SOFTWARE,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC012,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SERVICE_INTAKE,KO,TRIGGER,TRAIN,GVS-0104,GALAXY_Z_FOLD에서 WATER/NIGHT 조건에 어두운 곳에서 얼굴인식이 실패,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0105,T11,생체인식,BIOMETRIC,PHONE,Z_FLIP,GALAXY_Z_FLIP,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,BIOMETRIC.FINGERPRINT,DEGRADED,마스크나 안경 착용 시 얼굴 인식 지연,OS_UPDATE,MASK,UNKNOWN,RARE,UNKNOWN,WORK_INTERRUPTED,S1,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,FINGERPRINT_SENSOR|FRONT_CAMERA|BIOMETRIC_SOFTWARE,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC012,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SNS_POST,KO,ATTEMPTED_ACTION,TEST,GVS-0105,GALAXY_Z_FLIP에서 OS_UPDATE/MASK 조건에 마스크나 안경 착용 시 얼굴 인식 지연,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0106,T11,생체인식,BIOMETRIC,PHONE,A_SERIES,GALAXY_A,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,BIOMETRIC.FACE,NO_FUNCTION,측면 센서가 주머니에서 반복 오인식,SCREEN_PROTECTOR,SIDE_SENSOR,AFTER_EVENT,INTERMITTENT,CONDITIONAL,REPEATED_RETRY,S2,ACCESSORY_RELATED,ACCESSORY,FINGERPRINT_SENSOR|FRONT_CAMERA|BIOMETRIC_SOFTWARE,USER_GUESS,다른 액세서리로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC012,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,COMMUNITY_POST,KO,MODEL_AND_VERSION,TRAIN,GVS-0106,GALAXY_A에서 SCREEN_PROTECTOR/SIDE_SENSOR 조건에 측면 센서가 주머니에서 반복 오인식,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0107,T11,생체인식,BIOMETRIC,PHONE,XCOVER,GALAXY_XCOVER,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,BIOMETRIC.FINGERPRINT,DELAY,화면 수리 후 지문 등록 자체가 실패,LOW_LIGHT,AFTER_REPAIR,IMMEDIATE,DAILY,REPRODUCIBLE,DATA_OR_SERVICE_UNAVAILABLE,S1,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,FINGERPRINT_SENSOR|FRONT_CAMERA|BIOMETRIC_SOFTWARE,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC012,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CHAT_SUPPORT,KO,TIME_PATTERN,TRAIN,GVS-0107,GALAXY_XCOVER에서 LOW_LIGHT/AFTER_REPAIR 조건에 화면 수리 후 지문 등록 자체가 실패,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0108,T11,생체인식,BIOMETRIC,TABLET,TAB_S,GALAXY_TAB_S,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,BIOMETRIC.FACE,INACCURATE,강한 햇빛에서 얼굴인식이 불안정,LOW_TEMP,OUTDOOR,GRADUAL,FREQUENT,NOT_TESTED,TRAVEL_DISRUPTION,S2,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,FINGERPRINT_SENSOR|FRONT_CAMERA|BIOMETRIC_SOFTWARE,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC012,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SURVEY_FREE_TEXT,EN,NONE,TRAIN,GVS-0108,GALAXY_TAB_S에서 LOW_TEMP/OUTDOOR 조건에 강한 햇빛에서 얼굴인식이 불안정,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0109,T11,생체인식,BIOMETRIC,PHONE,S_BASE_PLUS,GALAXY_S_BASE_PLUS,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,BIOMETRIC.FINGERPRINT,DEGRADED,같은 손가락도 여러 번 시도해야 해제,WATER,MULTIPLE_ATTEMPTS,AFTER_AGING,ALWAYS,ALWAYS,FINANCIAL_OR_TIME_COST,S1,ENVIRONMENT_RELATED,ENVIRONMENTAL_CONDITION,FINGERPRINT_SENSOR|FRONT_CAMERA|BIOMETRIC_SOFTWARE,USER_GUESS,환경 조건 제거 후 재시험,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC012,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,STORE_REVIEW,EN,CONTEXT,TEST,GVS-0109,GALAXY_S_BASE_PLUS에서 WATER/MULTIPLE_ATTEMPTS 조건에 같은 손가락도 여러 번 시도해야 해제,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0110,T11,생체인식,BIOMETRIC,PHONE,S_ULTRA,GALAXY_S_ULTRA,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,BIOMETRIC.FACE,NO_FUNCTION,잠금 해제는 되지만 금융 앱 지문 인증 실패,OS_UPDATE,BANKING_APP,UNKNOWN,RARE,UNKNOWN,USER_CONFUSION,S2,ACCESSORY_RELATED,ACCESSORY,FINGERPRINT_SENSOR|FRONT_CAMERA|BIOMETRIC_SOFTWARE,USER_GUESS,다른 액세서리로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC012,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,EMAIL_COMPLAINT,KO_EN_MIXED,MULTIPLE_FIELDS,TRAIN,GVS-0110,GALAXY_S_ULTRA에서 OS_UPDATE/BANKING_APP 조건에 잠금 해제는 되지만 금융 앱 지문 인증 실패,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0111,T12,S펜,SPEN,PHONE,S_ULTRA,GALAXY_S_ULTRA,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,SPEN.INPUT,NO_FUNCTION,자석 케이스 부근에서 필기 선이 끊김,CASE,MAGNET_CASE,AFTER_EVENT,INTERMITTENT,CONDITIONAL,BATTERY_ANXIETY,S0,ACCESSORY_RELATED,ACCESSORY,SPEN|DIGITIZER|BLE|MAGNETIC_ACCESSORY,USER_GUESS,다른 액세서리로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC005,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SAMSUNG_MEMBERS,KO,NONE,TRAIN,GVS-0111,GALAXY_S_ULTRA에서 CASE/MAGNET_CASE 조건에 자석 케이스 부근에서 필기 선이 끊김,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0112,T12,S펜,SPEN,PHONE,Z_FOLD,GALAXY_Z_FOLD,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,SPEN.INPUT,INTERMITTENT,화면 가장자리 특정 구역만 펜이 안 써짐,OS_UPDATE,SCREEN_EDGE,IMMEDIATE,DAILY,REPRODUCIBLE,PRIMARY_FUNCTION_DEGRADED,S1,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,SPEN|DIGITIZER|BLE|MAGNETIC_ACCESSORY,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC005,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,ECOMMERCE_REVIEW,KO,MODEL_VERSION,TRAIN,GVS-0112,GALAXY_Z_FOLD에서 OS_UPDATE/SCREEN_EDGE 조건에 화면 가장자리 특정 구역만 펜이 안 써짐,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0113,T12,S펜,SPEN,PHONE,S_ULTRA,GALAXY_S_ULTRA,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,SPEN.BLE,DELAY,업데이트 후 Air Actions 연결이 끊김,UNKNOWN,AIR_ACTION,GRADUAL,FREQUENT,NOT_TESTED,TASK_DELAY,S2,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,SPEN|DIGITIZER|BLE|MAGNETIC_ACCESSORY,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC005,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CALL_CENTER_TRANSCRIPT,KO,FREQUENCY,TRAIN,GVS-0113,GALAXY_S_ULTRA에서 UNKNOWN/AIR_ACTION 조건에 업데이트 후 Air Actions 연결이 끊김,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0114,T12,S펜,SPEN,TABLET,TAB_S,GALAXY_TAB_S,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,SPEN.INPUT,INACCURATE,호버 포인터와 실제 펜촉 위치가 어긋남,CHARGING,HOVER,AFTER_AGING,ALWAYS,ALWAYS,MISSED_MOMENT,S0,UNKNOWN,UNKNOWN,SPEN|DIGITIZER|BLE|MAGNETIC_ACCESSORY,USER_GUESS,조치 정보 없음,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC005,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SERVICE_INTAKE,KO,TRIGGER,TRAIN,GVS-0114,GALAXY_TAB_S에서 CHARGING/HOVER 조건에 호버 포인터와 실제 펜촉 위치가 어긋남,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0115,T12,S펜,SPEN,PHONE,S_ULTRA,GALAXY_S_ULTRA,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,SPEN.INPUT,FEATURE_MISSING,마모된 펜촉으로 획이 튀거나 늦게 입력,IMPACT,WORN_NIB,UNKNOWN,RARE,UNKNOWN,WORK_INTERRUPTED,S1,ACCESSORY_RELATED,ACCESSORY,SPEN|DIGITIZER|BLE|MAGNETIC_ACCESSORY,USER_GUESS,다른 액세서리로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC005,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SNS_POST,KO,ATTEMPTED_ACTION,TRAIN,GVS-0115,GALAXY_S_ULTRA에서 IMPACT/WORN_NIB 조건에 마모된 펜촉으로 획이 튀거나 늦게 입력,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0116,T12,S펜,SPEN,PHONE,Z_FOLD,GALAXY_Z_FOLD,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,SPEN.INPUT,NO_FUNCTION,Fold 커버 화면에서 S펜이 동작하지 않음,CASE,FOLD_COVER_SCREEN,AFTER_EVENT,INTERMITTENT,CONDITIONAL,REPEATED_RETRY,S2,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,SPEN|DIGITIZER|BLE|MAGNETIC_ACCESSORY,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,TRUE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC005,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,COMMUNITY_POST,KO,MODEL_AND_VERSION,TRAIN,GVS-0116,GALAXY_Z_FOLD에서 CASE/FOLD_COVER_SCREEN 조건에 Fold 커버 화면에서 S펜이 동작하지 않음,불량 확정 금지; 정상·설정·외부 요인을 원문에서 확정하지 말 것
GVS-0117,T12,S펜,SPEN,TABLET,TAB_S_FE,GALAXY_TAB_S_FE,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,SPEN.BLE,INTERMITTENT,Tab FE 기본 S펜에서 Air Actions 메뉴가 없음,OS_UPDATE,TAB_FE_PEN,IMMEDIATE,DAILY,REPRODUCIBLE,DATA_OR_SERVICE_UNAVAILABLE,S0,PRODUCT_DEFECT_POSSIBLE,HARDWARE_OR_COMPONENT,SPEN|DIGITIZER|BLE|MAGNETIC_ACCESSORY,USER_GUESS,자가진단 또는 서비스센터 점검,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,TRUE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC005,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,CHAT_SUPPORT,KO,TIME_PATTERN,TRAIN,GVS-0117,GALAXY_TAB_S_FE에서 OS_UPDATE/TAB_FE_PEN 조건에 Tab FE 기본 S펜에서 Air Actions 메뉴가 없음,불량 확정 금지; 정상·설정·외부 요인을 원문에서 확정하지 말 것
GVS-0118,T12,S펜,SPEN,PHONE,S_ULTRA,GALAXY_S_ULTRA,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,SPEN.BLE,DELAY,S펜 배터리가 낮을 때 원격 제어 실패,UNKNOWN,LOW_BATTERY,GRADUAL,FREQUENT,NOT_TESTED,TRAVEL_DISRUPTION,S1,UNKNOWN,UNKNOWN,SPEN|DIGITIZER|BLE|MAGNETIC_ACCESSORY,USER_GUESS,조치 정보 없음,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,MEDIUM,SYNTHETIC_SCENARIO,FALSE,SRC005,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SURVEY_FREE_TEXT,EN,NONE,TRAIN,GVS-0118,GALAXY_S_ULTRA에서 UNKNOWN/LOW_BATTERY 조건에 S펜 배터리가 낮을 때 원격 제어 실패,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0119,T12,S펜,SPEN,TABLET,TAB_S,GALAXY_TAB_S,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,SPEN.INPUT,INACCURATE,화면 수리 후 디지타이저 일부 영역 무반응,CHARGING,AFTER_REPAIR,AFTER_AGING,ALWAYS,ALWAYS,FINANCIAL_OR_TIME_COST,S2,ACCESSORY_RELATED,ACCESSORY,SPEN|DIGITIZER|BLE|MAGNETIC_ACCESSORY,USER_GUESS,다른 액세서리로 교차 확인,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC005,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,STORE_REVIEW,EN,CONTEXT,TRAIN,GVS-0119,GALAXY_TAB_S에서 CHARGING/AFTER_REPAIR 조건에 화면 수리 후 디지타이저 일부 영역 무반응,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
GVS-0120,T12,S펜,SPEN,TABLET,TAB_S,GALAXY_TAB_S,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,SPEN.INPUT,FEATURE_MISSING,타사 펜에서 필압과 버튼 기능이 지원되지 않음,IMPACT,THIRD_PARTY_PEN,UNKNOWN,RARE,UNKNOWN,USER_CONFUSION,S0,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,SPEN|DIGITIZER|BLE|MAGNETIC_ACCESSORY,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,TRUE,NONE,HIGH,SYNTHETIC_SCENARIO,FALSE,SRC005,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,EMAIL_COMPLAINT,KO_EN_MIXED,MULTIPLE_FIELDS,TRAIN,GVS-0120,GALAXY_TAB_S에서 IMPACT/THIRD_PARTY_PEN 조건에 타사 펜에서 필압과 버튼 기능이 지원되지 않음,불량 확정 금지; 정상·설정·외부 요인을 원문에서 확정하지 말 것
GVS-0121,T13,카메라 촬영과 초점,CAMERA,PHONE,S_BASE_PLUS,GALAXY_S_BASE_PLUS,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,DEFECT_REPORT,CAMERA.CAPTURE,DELAY,실내에서 움직이는 아이를 찍으면 셔터가 한 박자 늦음,TAKE_PHOTO,MOVING_CHILD,AFTER_EVENT,INTERMITTENT,CONDITIONAL,BATTERY_ANXIETY,S1,SOFTWARE_POSSIBLE,SOFTWARE_UPDATE_OR_APP,CAMERA_APP|AF|OIS|ISP|SENSOR,USER_GUESS,재부팅·업데이트·안전모드 중 일부 시도,UNSPECIFIED,CAUSE_CHECK_OR_REPAIR,FALSE,NONE,LOW,SYNTHETIC_SCENARIO,FALSE,SRC015,CATEGORY_ANCHOR_NOT_ROW_EVIDENCE,SAMSUNG_MEMBERS,KO,NONE,TRAIN,GVS-0121,GALAXY_S_BASE_PLUS에서 TAKE_PHOTO/MOVING_CHILD 조건에 실내에서 움직이는 아이를 찍으면 셔터가 한 박자 늦음,관찰 사실과 원인 추정을 분리; 모델 기능 호환성 검사
